Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
PID-2861-20_S215_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 9.629810812736774e-05)	(15, 0.0003851924325094709)	(20, 0.000847423351520836)	(25, 0.001482990865161463)	(30, 0.0030237605951993463)	(35, 0.006991242650046897)	(40, 0.015099543354371261)	(45, 0.03520658833136564)	(50, 0.05406175790270425)	(55, 0.08578235471985916)	(60, 0.1156155086177177)	(65, 0.16493939960055545)	(70, 0.20869725993363133)	(75, 0.27851338832597294)	(80, 0.3376404267161767)	(85, 0.4217857135978707)	(90, 0.4929885347472463)	(95, 0.5997060981739952)	(100, 0.6956575331121044)	(105, 0.8168005531363332)	(110, 0.9337642352678339)	(115, 1.0738779825931541)	(120, 1.2122391043505558)	(125, 1.372979906436758)	(130, 1.550129906147864)	(135, 1.7411853526725616)	(140, 1.8378493936108131)
PID-2861-20_S215_R2_001 - polyg	(1, 0.6804424320279804)	(2, 0.6810202206767446)	(3, 0.6823683941905277)	(4, 0.6838128658124383)	(5, 0.688724069326934)	(6, 0.6932500804089203)	(7, 0.6969094085177603)	(8, 0.7003761404103455)	(9, 0.7029761893297845)	(10, 0.708657777709299)	(15, 0.7152060490619602)	(20, 0.7176520210083952)	(25, 0.718903896414051)	(30, 0.7198090986304482)	(35, 0.7205987431170927)	(40, 0.7214461664686136)	(45, 0.7218120992794975)	(50, 0.7220046954957523)	(55, 0.7223513686850108)	(60, 0.7228906380905242)	(65, 0.7230639746851534)	(70, 0.7234299074960374)	(75, 0.7235454652257902)	(80, 0.724065475009678)	(85, 0.7244891866854384)	(90, 0.7248743791179478)	(95, 0.7251054945774535)	(100, 0.7253173504153337)	(105, 0.7262803314966073)	(110, 0.7296700249026908)	(115, 0.7355056902552094)	(120, 0.752781570853259)	(125, 0.7715597019380958)	(130, 0.7995439321599087)	(135, 0.8303978460039174)	(140, 0.8503122947646571)
PID-2861-21_S216_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0001858658327486304)	(3, 0.0002787987491229456)	(4, 0.0003717316654972608)	(5, 0.000464664581871576)	(6, 0.000464664581871576)	(7, 0.000464664581871576)	(8, 0.000464664581871576)	(9, 0.0007434633309945216)	(10, 0.0008363962473688367)	(15, 0.000929329163743152)	(20, 0.0011895413295912346)	(25, 0.001858658327486304)	(30, 0.0034385179058496625)	(35, 0.008847213638834808)	(40, 0.021244464683168453)	(45, 0.04812066409862041)	(50, 0.07386308193430573)	(55, 0.11220720323034819)	(60, 0.15229846335422775)	(65, 0.2134854954950769)	(70, 0.2611414950118257)	(75, 0.3308225957092873)	(80, 0.39713952483399856)	(85, 0.4858161136383702)	(90, 0.564697573056889)	(95, 0.6709384830560061)	(100, 0.7741683665645954)	(105, 0.9046833543206836)	(110, 1.0280982672657744)	(115, 1.1824970145300615)	(120, 1.336988694710723)	(125, 1.516962580561222)	(130, 1.705319015468684)	(135, 1.9232652909497279)	(140, 2.0248223819635798)
PID-2861-21_S216_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0001858658327486304)	(6, 0.0002787987491229456)	(7, 0.000464664581871576)	(8, 0.000464664581871576)	(9, 0.000464664581871576)	(10, 0.00048325116514643903)	(15, 0.0005575974982458912)	(20, 0.0005947706647956173)	(25, 0.0007248767477196585)	(30, 0.0009850889135677413)	(35, 0.0016170327449130846)	(40, 0.0024720155755567847)	(45, 0.003326998406200484)	(50, 0.0038288361546217863)	(55, 0.004330673903043089)	(60, 0.004813925068189527)	(65, 0.0050555506507627464)	(70, 0.005371522566435419)	(75, 0.00592912006468131)	(80, 0.00825244297403919)	(85, 0.013847004539772964)	(90, 0.03131839281814422)	(95, 0.05386391833055308)	(100, 0.0786026606693958)	(105, 0.10430790533853138)	(110, 0.15216835727130373)	(115, 0.22129186047051935)	(120, 0.285396986185522)	(125, 0.36563526618310577)	(130, 0.4376396897899252)	(135, 0.5111310400587337)	(140, 0.548397139524834)
PID-2861-21_S216_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 9.29329163743152e-05)	(4, 0.0001858658327486304)	(5, 0.0002787987491229456)	(6, 0.0002787987491229456)	(7, 0.0002787987491229456)	(8, 0.0002787987491229456)	(9, 0.0005575974982458912)	(10, 0.0006505304146202064)	(15, 0.0007806364975442477)	(20, 0.0009479157470180151)	(25, 0.0013010608292404128)	(30, 0.0030296130738026754)	(35, 0.008828627055559944)	(40, 0.02159760976539085)	(45, 0.0485295689306674)	(50, 0.07449502576565106)	(55, 0.11298783972789242)	(60, 0.15259584868662554)	(65, 0.21376429424419982)	(70, 0.2622009302584929)	(75, 0.3316218187901064)	(80, 0.3962287822535303)	(85, 0.4840875613938079)	(90, 0.5628389147294026)	(95, 0.6699533941424384)	(100, 0.772569920402957)	(105, 0.9014678754141323)	(110, 1.0230241300317366)	(115, 1.175248247052865)	(120, 1.3269333531590222)	(125, 1.5031899223545484)	(130, 1.6873643760251664)	(135, 1.903005915180127)	(140, 2.0038195428629844)
PID-2861-21_S216_R2_001 - polyg	(1, 0.6670724737348345)	(2, 0.667815937065829)	(3, 0.6690240649786952)	(4, 0.6708827233061815)	(5, 0.674600039961154)	(6, 0.6784102895325009)	(7, 0.6802689478599873)	(8, 0.6840791974313342)	(9, 0.6872389165880609)	(10, 0.6952125608129771)	(15, 0.7020710100414016)	(20, 0.705286488947953)	(25, 0.7064760302775441)	(30, 0.7075168789409365)	(35, 0.7084833812712293)	(40, 0.7092826043520486)	(45, 0.7098773750168441)	(50, 0.7102305200990665)	(55, 0.7106208383478385)	(60, 0.71112267609626)	(65, 0.7116245138446811)	(70, 0.7118475528439795)	(75, 0.7121821113429271)	(80, 0.7124980832585998)	(85, 0.7131114405066703)	(90, 0.7137619709212905)	(95, 0.7140221830871385)	(100, 0.7142823952529866)	(105, 0.7153975902494785)	(110, 0.7195238117364979)	(115, 0.727794841293812)	(120, 0.7513068691365139)	(125, 0.7770864601387488)	(130, 0.81290280610941)	(135, 0.8507450896570312)	(140, 0.8798888522320163)
PID-2861-22_S217_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00019873426148857924)	(10, 0.0003974685229771585)	(15, 0.0003974685229771585)	(20, 0.0005962027844657378)	(25, 0.000993671307442896)	(30, 0.002027089467183508)	(35, 0.0067569648906116945)	(40, 0.014388360531773137)	(45, 0.03223469721344755)	(50, 0.0506772366795877)	(55, 0.08239522481316494)	(60, 0.11264257941172673)	(65, 0.16055740985662317)	(70, 0.20101970549569792)	(75, 0.2635613775861538)	(80, 0.31749785615415416)	(85, 0.3979852320570288)	(90, 0.46966868017595936)	(95, 0.5702679633414782)	(100, 0.6608510397279724)	(105, 0.7835098259187236)	(110, 0.8986167101729088)	(115, 1.044169683287144)	(120, 1.1854101229270775)	(125, 1.348749812444541)	(130, 1.513917857167699)	(135, 1.7046630013444375)	(140, 1.7982469650794093)
PID-2861-22_S217_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 9.936713074428962e-05)	(5, 0.00029810139223286885)	(6, 0.00029810139223286885)	(7, 0.00029810139223286885)	(8, 0.00029810139223286885)	(9, 0.00029810139223286885)	(10, 0.00047696222757259016)	(15, 0.0007154433413588853)	(20, 0.0008943041766986065)	(25, 0.0008943041766986065)	(30, 0.0009340510289963225)	(35, 0.0011924055689314756)	(40, 0.0013911398304200548)	(45, 0.0013911398304200548)	(50, 0.0014308866827177705)	(55, 0.0016892412226529236)	(60, 0.001868102057992645)	(65, 0.0021860768763743714)	(70, 0.0027822796608401095)	(75, 0.003636836985241)	(80, 0.004312533474302169)	(85, 0.0048689894064701915)	(90, 0.006041521549252809)	(95, 0.008207724999478323)	(100, 0.01148684031403988)	(105, 0.01772709612478127)	(110, 0.03279115314561557)	(115, 0.07066990338533877)	(120, 0.12560005326078208)	(125, 0.1894136246247649)	(130, 0.2356590872731573)	(135, 0.27586302837229687)	(140, 0.2891583504658828)
PID-2861-22_S217_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 9.936713074428962e-05)	(5, 9.936713074428962e-05)	(6, 9.936713074428962e-05)	(7, 9.936713074428962e-05)	(8, 9.936713074428962e-05)	(9, 0.00029810139223286885)	(10, 0.0004968356537214481)	(15, 0.0005962027844657377)	(20, 0.000775063619805459)	(25, 0.0012321524212291913)	(30, 0.0021065831717789396)	(35, 0.006876205447504842)	(40, 0.014706335350154864)	(45, 0.032493051753382705)	(50, 0.05121381918560688)	(55, 0.08348826325135214)	(60, 0.11343751645768103)	(65, 0.1618293091301501)	(70, 0.20264932643990424)	(75, 0.2654493530702953)	(80, 0.3201012749796546)	(85, 0.40168168932071635)	(90, 0.4733253905873491)	(95, 0.5747394842249712)	(100, 0.6666342067372902)	(105, 0.7920553991627326)	(110, 0.9087124106565285)	(115, 1.052218420877432)	(120, 1.1906964542826735)	(125, 1.3493857620813041)	(130, 1.5099232985117785)	(135, 1.698561859516738)	(140, 1.791688734450286)
PID-2861-22_S217_R2_001 - polyg	(1, 0.588750249659916)	(2, 0.5893464524443818)	(3, 0.591135060797779)	(4, 0.5941160747201076)	(5, 0.5995812669110435)	(6, 0.602462913702628)	(7, 0.6067357003246324)	(8, 0.6109091198158926)	(9, 0.6134926652152441)	(10, 0.619236085372264)	(15, 0.6243833027448182)	(20, 0.626807860734979)	(25, 0.6280400131562082)	(30, 0.6286163425145249)	(35, 0.6290535578897998)	(40, 0.6295305201173724)	(45, 0.6299081152142006)	(50, 0.6303254571633268)	(55, 0.6304645711463688)	(60, 0.6306633054078573)	(65, 0.6307626725386017)	(70, 0.6308819130954948)	(75, 0.6311402676354299)	(80, 0.6314582424538117)	(85, 0.6318557109767889)	(90, 0.6320743186644263)	(95, 0.6322730529259148)	(100, 0.6325512808919987)	(105, 0.6331276102503157)	(110, 0.6361284975987933)	(115, 0.6428059687848096)	(120, 0.6572539495950293)	(125, 0.6761933247148908)	(130, 0.7036981465049102)	(135, 0.7344025899048957)	(140, 0.7547927251336239)
PID-2861-23_S218_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0001189660423328765)	(3, 0.0001189660423328765)	(4, 0.0001189660423328765)	(5, 0.0001189660423328765)	(6, 0.0001189660423328765)	(7, 0.0001189660423328765)	(8, 0.000237932084665753)	(9, 0.0003568981269986295)	(10, 0.0007613826709304097)	(15, 0.0009755215471295873)	(20, 0.0013324196741282168)	(25, 0.0015941449672605451)	(30, 0.0028075985990558853)	(35, 0.00830382975483478)	(40, 0.01972456981879092)	(45, 0.041566735191107054)	(50, 0.061291305009897976)	(55, 0.09524421349170094)	(60, 0.12422434140398964)	(65, 0.1688604004872849)	(70, 0.20628711740520783)	(75, 0.26196322521699406)	(80, 0.31254758641693314)	(85, 0.3846172148621897)	(90, 0.4528323435358611)	(95, 0.5490044921577585)	(100, 0.6407986904218059)	(105, 0.7634050936500685)	(110, 0.8730441982640474)	(115, 1.0116872239987817)	(120, 1.1527095705801735)	(125, 1.3128378635602254)	(130, 1.4785099741129892)	(135, 1.6781825795644891)	(140, 1.7736647251408557)
PID-2861-23_S218_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.000237932084665753)	(4, 0.000237932084665753)	(5, 0.0003568981269986295)	(6, 0.0003568981269986295)	(7, 0.0003568981269986295)	(8, 0.0003568981269986295)	(9, 0.0003568981269986295)	(10, 0.0003568981269986295)	(15, 0.000475864169331506)	(20, 0.0005710370031978072)	(25, 0.0005948302116643825)	(30, 0.0006186234201309578)	(35, 0.0007851758793969851)	(40, 0.0011420740063956144)	(45, 0.0015941449672605453)	(50, 0.0019510430942591746)	(55, 0.0032120831429876657)	(60, 0.004140018273184103)	(65, 0.004877607735647937)	(70, 0.005543817572712045)	(75, 0.0063289934521090305)	(80, 0.008018311253235875)	(85, 0.012324881985686004)	(90, 0.022080097456981876)	(95, 0.03357221714633775)	(100, 0.04694400030455307)	(105, 0.061243718592964826)	(110, 0.09641008070656312)	(115, 0.1521099817268159)	(120, 0.2156140551241054)	(125, 0.27992709760925844)	(130, 0.33277181361352215)	(135, 0.3794302954164764)	(140, 0.4029379853814527)
PID-2861-23_S218_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0001189660423328765)	(5, 0.0001189660423328765)	(6, 0.0001189660423328765)	(7, 0.0001189660423328765)	(8, 0.000237932084665753)	(9, 0.0005948302116643825)	(10, 0.0007613826709304097)	(15, 0.0010231079640627377)	(20, 0.0018796634688594486)	(25, 0.002974151058321913)	(30, 0.004187604690117253)	(35, 0.009660042637429572)	(40, 0.02055733211512106)	(45, 0.04299432769910157)	(50, 0.06269510430942592)	(55, 0.09671939241662861)	(60, 0.12555676107811786)	(65, 0.17071627074767778)	(70, 0.20911850921273029)	(75, 0.2660080706563119)	(80, 0.31664001827318405)	(85, 0.3883051621745089)	(90, 0.4571389142683113)	(95, 0.5534300289325415)	(100, 0.6443676716917922)	(105, 0.7672120070047205)	(110, 0.8781835312928278)	(115, 1.0150182731841022)	(120, 1.1508299071113142)	(125, 1.3058664534795188)	(130, 1.469444761687224)	(135, 1.6672852900867976)	(140, 1.761887086949901)
PID-2861-23_S218_R2_001 - polyg	(1, 0.6509821836455002)	(2, 0.6516959798994975)	(3, 0.6538373686614892)	(4, 0.656097723465814)	(5, 0.6600236028627988)	(6, 0.665615006852444)	(7, 0.6689460560377646)	(8, 0.6720391731384193)	(9, 0.6745374600274098)	(10, 0.6812471448149839)	(15, 0.6855299223389676)	(20, 0.6873857925993605)	(25, 0.6889085579412212)	(30, 0.6896937338206183)	(35, 0.6900268387391503)	(40, 0.6904551164915487)	(45, 0.6907882214100807)	(50, 0.6908358078270138)	(55, 0.6908358078270138)	(60, 0.6909071874524136)	(65, 0.6913116719963454)	(70, 0.6917161565402772)	(75, 0.6920730546672758)	(80, 0.6923585731688746)	(85, 0.6925965052535404)	(90, 0.6931199558398051)	(95, 0.6937147860514695)	(100, 0.6945713415562661)	(105, 0.6950947921425309)	(110, 0.6997582610019796)	(115, 0.707633813004416)	(120, 0.7280721790772041)	(125, 0.7472019186843307)	(130, 0.7774192934368814)	(135, 0.8075177021470992)	(140, 0.8282415867214862)
PID-2861-24_S219_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0002063546927636568)	(10, 0.0005571576704618734)	(15, 0.0007428768939491645)	(20, 0.0010524089330946498)	(25, 0.0017746503577674485)	(30, 0.003198497737836681)	(35, 0.008109739425611714)	(40, 0.017787774516227216)	(45, 0.03580253919449446)	(50, 0.053012520570983435)	(55, 0.08326411853013552)	(60, 0.10905845512559262)	(65, 0.15371361063964797)	(70, 0.1942623077677065)	(75, 0.25581791261910536)	(80, 0.3050541423125138)	(85, 0.38767856129508205)	(90, 0.4562708611697216)	(95, 0.5507194040476474)	(100, 0.6402773407070744)	(105, 0.7464674656032522)	(110, 0.8480558808508004)	(115, 0.9862722540638977)	(120, 1.1257886618414061)	(125, 1.2880247212921931)	(130, 1.461837279007021)	(135, 1.6498057686454364)	(140, 1.7411177201933543)
PID-2861-24_S219_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0001031773463818284)	(6, 0.0003095320391454852)	(7, 0.0003095320391454852)	(8, 0.0003095320391454852)	(9, 0.0003095320391454852)	(10, 0.0007428768939491645)	(15, 0.0008254187710546272)	(20, 0.0008666897096073587)	(25, 0.0010730444023710156)	(30, 0.0011349508102001125)	(35, 0.0011349508102001125)	(40, 0.0012793990951346721)	(45, 0.0017540148884910831)	(50, 0.002084182396912934)	(55, 0.00257943365954571)	(60, 0.0029096011679675612)	(65, 0.003363581492047606)	(70, 0.004209635732378599)	(75, 0.0049112416877750325)	(80, 0.006850975799753406)	(85, 0.010420911984564667)	(90, 0.018097306555372703)	(95, 0.026681661774340826)	(100, 0.037535918613709175)	(105, 0.04915368781630305)	(110, 0.07647504913821121)	(115, 0.12992091456399832)	(120, 0.1915590612925026)	(125, 0.2560655382504218)	(130, 0.30325885648547)	(135, 0.35274271181019495)	(140, 0.37474012205880075)
PID-2861-24_S219_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.000515886731909142)	(10, 0.0007016059553964332)	(15, 0.0007428768939491645)	(20, 0.0011762217487528439)	(25, 0.0016302020728328887)	(30, 0.0028064238215857328)	(35, 0.00759385269370257)	(40, 0.017416336069252636)	(45, 0.0363184259264036)	(50, 0.0538792102805908)	(55, 0.08485304966441568)	(60, 0.11108073111467646)	(65, 0.15682956650037916)	(70, 0.1978941503603469)	(75, 0.2607910607147095)	(80, 0.31035745791653985)	(85, 0.393146960653319)	(90, 0.4627503985225004)	(95, 0.5575084734395717)	(100, 0.6476648387080133)	(105, 0.7575693480739369)	(110, 0.8621086354280054)	(115, 0.997910658735768)	(120, 1.1343936525296505)	(125, 1.2950820517847101)	(130, 1.4684612646447346)	(135, 1.65779169525539)	(140, 1.7493719079039005)
PID-2861-24_S219_R2_001 - polyg	(1, 0.6061669099932419)	(2, 0.6065796193787693)	(3, 0.6077145701889693)	(4, 0.6094685850774604)	(5, 0.6133893242399698)	(6, 0.616897354016952)	(7, 0.6204053837939342)	(8, 0.6226752854143345)	(9, 0.6240165909172982)	(10, 0.6295881676219169)	(15, 0.6356756310584448)	(20, 0.6376566361089758)	(25, 0.6386677741035178)	(30, 0.6393281091203615)	(35, 0.6394931928745725)	(40, 0.6395550992824016)	(45, 0.6397408185058888)	(50, 0.6399678086679289)	(55, 0.6402979761763508)	(60, 0.6405249663383907)	(65, 0.640710685561878)	(70, 0.6409789466624708)	(75, 0.6412472077630634)	(80, 0.6414741979251035)	(85, 0.6419281782491836)	(90, 0.6421964393497763)	(95, 0.6427123260816854)	(100, 0.6433313901599764)	(105, 0.6441361734617548)	(110, 0.6478092869929479)	(115, 0.6551761495246103)	(120, 0.6727162984095212)	(125, 0.68924530929989)	(130, 0.7179492470633148)	(135, 0.744424554144892)	(140, 0.7619647030298028)
PID-2861-25_S220_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0005068187393187951)	(10, 0.0009122737307738311)	(15, 0.001135273976074101)	(20, 0.0012974559726561155)	(25, 0.0019867294581296766)	(30, 0.003182821682922033)	(35, 0.008007736081236963)	(40, 0.01911720284710495)	(45, 0.03963322541472977)	(50, 0.06152779495330172)	(55, 0.09972165514836612)	(60, 0.1325837822057968)	(65, 0.18543484034196073)	(70, 0.23149452737125284)	(75, 0.3018612411382744)	(80, 0.36196994362148344)	(85, 0.45060240475355434)	(90, 0.525854851167609)	(95, 0.631638058438228)	(100, 0.7274268001694801)	(105, 0.8541314849991789)	(110, 0.97297034299465)	(115, 1.117373138201361)	(120, 1.2631544803790193)	(125, 1.4345808507662086)	(130, 1.6142176847303624)	(135, 1.8226620958373965)	(140, 1.924390753193465)
PID-2861-25_S220_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00020272749572751802)	(5, 0.0005068187393187951)	(6, 0.0005068187393187951)	(7, 0.000608182487182554)	(8, 0.000608182487182554)	(9, 0.0007095462350463131)	(10, 0.000810909982910072)	(15, 0.0010136374786375902)	(20, 0.0011960922247923563)	(25, 0.0013177287222288672)	(30, 0.001439365219665378)	(35, 0.0018245474615476622)	(40, 0.0022908207017209537)	(45, 0.0028381849401852522)	(50, 0.002980094187194515)	(55, 0.003912640667541098)	(60, 0.004439732156432645)	(65, 0.004764096149596673)	(70, 0.004926278146178688)	(75, 0.005777733628234264)	(80, 0.0078050085855094434)	(85, 0.012325831740233096)	(90, 0.02483411822662096)	(95, 0.04036304439934883)	(100, 0.05725024479345109)	(105, 0.0752524464140547)	(110, 0.11133794065355289)	(115, 0.17385910033591948)	(120, 0.2446515418439687)	(125, 0.3198837155084507)	(130, 0.3863175158583584)	(135, 0.45114976899201853)	(140, 0.4857350797631332)
PID-2861-25_S220_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0005068187393187951)	(10, 0.0009122737307738311)	(15, 0.001135273976074101)	(20, 0.0012974559726561155)	(25, 0.002047547706847932)	(30, 0.0032639126812130403)	(35, 0.007906372333373202)	(40, 0.019056384598386693)	(45, 0.03975486191216628)	(50, 0.06209543194133878)	(55, 0.10020820113811216)	(60, 0.13309060094511557)	(65, 0.18628629582401632)	(70, 0.2324270738515994)	(75, 0.3025910601228934)	(80, 0.3623551258633657)	(85, 0.45220395196980173)	(90, 0.5279023988744569)	(95, 0.631719149436519)	(100, 0.7272240726737527)	(105, 0.8540706667504606)	(110, 0.9733960707356777)	(115, 1.116237864225287)	(120, 1.259606749203788)	(125, 1.4260865686952255)	(130, 1.5984657583123343)	(135, 1.8049031672116658)	(140, 1.906246642325852)
PID-2861-25_S220_R2_001 - polyg	(1, 0.5605415256865873)	(2, 0.5613524356694974)	(3, 0.5632783468789089)	(4, 0.5650015305925927)	(5, 0.5693601717507344)	(6, 0.5751379053789687)	(7, 0.5795979102849741)	(8, 0.5836524601995244)	(9, 0.5863892813918459)	(10, 0.5922278332687985)	(15, 0.5981677488936147)	(20, 0.6005599333431993)	(25, 0.601330297826964)	(30, 0.6020803895611558)	(35, 0.602546662801329)	(40, 0.6027899357962021)	(45, 0.6031953907876572)	(50, 0.6034183910329574)	(55, 0.6038846642731307)	(60, 0.6041279372680037)	(65, 0.6042293010158675)	(70, 0.6042901192645858)	(75, 0.6045739377586042)	(80, 0.604756392504759)	(85, 0.6056483934859601)	(90, 0.6061754849748516)	(95, 0.6063984852201518)	(100, 0.607128304204771)	(105, 0.6079189414381083)	(110, 0.6114666726133399)	(115, 0.6190689537031218)	(120, 0.6383888840459543)	(125, 0.6588846338640064)	(130, 0.6924765799060559)	(135, 0.7262509806942605)	(140, 0.7480644592345416)
PID-2861-26_S221_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00033731078972888646)	(10, 0.0005565628030526626)	(15, 0.0006408905004848842)	(20, 0.0007252181979171058)	(25, 0.0010793945271324367)	(30, 0.0024286376860479823)	(35, 0.008044862335033941)	(40, 0.020339840620651854)	(45, 0.04526710798161656)	(50, 0.06737783024834507)	(55, 0.10657334401484168)	(60, 0.1407935236328372)	(65, 0.18970358814352573)	(70, 0.23083863895096343)	(75, 0.2934772526036177)	(80, 0.3476493654340768)	(85, 0.42256609183286253)	(90, 0.49891638908799596)	(95, 0.6098410422903402)	(100, 0.712467850065354)	(105, 0.8443395033098622)	(110, 0.9722814858540287)	(115, 1.121153602900873)	(120, 1.274511953451111)	(125, 1.4594594594594592)	(130, 1.6527216764346249)	(135, 1.8706244465994857)	(140, 1.976388244718978)
PID-2861-26_S221_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 8.432769743222162e-05)	(5, 0.0005902938820255513)	(6, 0.0006746215794577729)	(7, 0.0006746215794577729)	(8, 0.0006746215794577729)	(9, 0.0006746215794577729)	(10, 0.0006746215794577729)	(15, 0.0006746215794577729)	(20, 0.0008264114348357719)	(25, 0.0009950668297002152)	(30, 0.001197453303537547)	(35, 0.0013323776194291014)	(40, 0.0018214782645359872)	(45, 0.002023864738373319)	(50, 0.0022262512122106504)	(55, 0.0027490829362904244)	(60, 0.0032044525024244215)	(65, 0.0034237045157481973)	(70, 0.0038116119239364173)	(75, 0.004587426740312856)	(80, 0.007117257663279505)	(85, 0.014673019353206562)	(90, 0.032617953366783324)	(95, 0.0547961377914576)	(100, 0.08051608550828518)	(105, 0.11009824176750853)	(110, 0.15153687228570223)	(115, 0.20311169203524898)	(120, 0.2590378209722983)	(125, 0.32555550870683475)	(130, 0.38954336551840446)	(135, 0.4618796643757642)	(140, 0.5050385799215752)
PID-2861-26_S221_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00033731078972888646)	(10, 0.0005565628030526626)	(15, 0.0006408905004848842)	(20, 0.0007252181979171058)	(25, 0.001045663448159548)	(30, 0.002394906607075094)	(35, 0.00843276974322216)	(40, 0.02106505881856896)	(45, 0.04659948560104567)	(50, 0.0686427457098284)	(55, 0.10778766285786565)	(60, 0.1423114221866172)	(65, 0.19133954547371085)	(70, 0.23250832736012145)	(75, 0.2957372348948012)	(80, 0.3496563646329637)	(85, 0.4242526457815069)	(90, 0.49945608635156213)	(95, 0.6104819327908252)	(100, 0.7131256061053253)	(105, 0.8455200910739131)	(110, 0.9743728127503479)	(115, 1.121423451532656)	(120, 1.2717966015937934)	(125, 1.4522072774802883)	(130, 1.6405110258464393)	(135, 1.8559008306278197)	(140, 1.9609562760888815)
PID-2861-26_S221_R2_001 - polyg	(1, 0.5130497111776363)	(2, 0.5133870219673652)	(3, 0.5141459712442552)	(4, 0.5156638697980351)	(5, 0.5207235316439685)	(6, 0.5252772273053085)	(7, 0.5284816798077329)	(8, 0.5306741999409706)	(9, 0.533878652443395)	(10, 0.5409284479487289)	(15, 0.5462410928869588)	(20, 0.548450478559683)	(25, 0.54993464603449)	(30, 0.5507441919298394)	(35, 0.5515031412067294)	(40, 0.5519585107728633)	(45, 0.5522283594046465)	(50, 0.5524813424969431)	(55, 0.5527005945102669)	(60, 0.5528523843656449)	(65, 0.553122232997428)	(70, 0.5534426782476705)	(75, 0.5534932748661296)	(80, 0.5536281991820212)	(85, 0.5541172998271282)	(90, 0.5544040139983979)	(95, 0.5545220727748028)	(100, 0.5547581903276131)	(105, 0.5557532571573133)	(110, 0.5596829278576548)	(115, 0.5691444955095502)	(120, 0.5919804359741957)	(125, 0.614462200109626)	(130, 0.649002824977864)	(135, 0.6839144917148038)	(140, 0.7071720706666105)
PID-2861-27_S222_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00024853118072193337)	(5, 0.00024853118072193337)	(6, 0.00024853118072193337)	(7, 0.00024853118072193337)	(8, 0.00024853118072193337)	(9, 0.0004970623614438667)	(10, 0.0004970623614438667)	(15, 0.0006130435791141023)	(20, 0.0008947122505989601)	(25, 0.001474618338950138)	(30, 0.0030155116594261246)	(35, 0.008764866306793517)	(40, 0.020810344199116555)	(45, 0.04150470718056288)	(50, 0.06503232562223923)	(55, 0.10120189678997127)	(60, 0.13659273692477458)	(65, 0.19025890321533073)	(70, 0.23492824076375288)	(75, 0.30236303446630414)	(80, 0.3619442428580423)	(85, 0.4471075941187581)	(90, 0.5197449738710885)	(95, 0.6206154957534306)	(100, 0.718023149851047)	(105, 0.8432994336802828)	(110, 0.9618322381392636)	(115, 1.1135025333611688)	(120, 1.2659349908706212)	(125, 1.4382499428378286)	(130, 1.6243500909624125)	(135, 1.8262733909262923)	(140, 1.9232999638801351)
